id,name,location
1437,Lord Burlington's House (Piccadilly),"Piccadilly, Westminster"
1438,My vintner's shop,City of London
1439,Glove and ribbon shop (Fenchurch Street),"Fenchurch Street, City of London"
1441,Alderman Reeve's (Long Lane upholsterer),"Long Lane, Smithfield"
1442,Alderman Crow's (upholsterer / bed shop),City of London
1444,Madam Williams's (Lord Brouncker's),City of London
1446,Coachmaker's (Cow Lane),"Cow Lane, Smithfield"
1447,Leicester House (French Ambassador Colbert),"Leicester Fields, Westminster"
1448,Mr Wren's Chamber (St James's - hangings/bed),"St James's Palace, Westminster"
1449,Lord Middleton's Lodgings,Westminster
1450,Jewen Street (Mrs Hunt / Deb's aunt),"Jewen Street, City of London"
1451,Tyburn (execution - passed by),"Tyburn, Westminster"
1452,Mr Crow's (upholsterer),City of London
1453,Sir W. Coventry's House (Pall Mall),"Pall Mall, Westminster"
1460,"Roger Pepys's Lodgings (Strand, barber's next door to Arundell House)","Strand, Westminster"
1461,Mrs Cozen Turner's House (The's house),City of London / Westminster
1462,"Whetstone's Park (Holborn, search for Deb)","Holborn, Middlesex"
1464,"Deb Willet's lodgings (near tailor's, Lincoln's Inn Fields area)",Lincoln's Inn Fields area
1466,Southampton Buildings (Creed's lodgings),"Holborn, Westminster"
1467,Holborn Conduit (Stradwick's area),Holborn
1468,Looking-glass man's shop (near New Exchange),"Strand, Westminster"
1469,Gracious Street oyster-woman's,"Gracious Street (Gracechurch Street), City of London"
1470,Sir Richard Ford's yard (coach storage),"Seething Lane area, City of London"
1472,Smithfield horse market,"Smithfield, City of London"
1473,Cook's shop (Aldersgate Street),"Aldersgate Street, City of London"
1474,Bearded woman's lodgings (Holborn),Holborn
1475,Mr Spong's chamber (Southampton Market area),"Southampton Street, Westminster"
1476,"Bull Inn (Southampton Market, passage through)","Southampton Street, Westminster"
1477,Elizabeth Pepys's mother's house,Westminster
1478,Whitehall (Duchess/Queen's side rooms),"Whitehall, Westminster"
1479,Cabinet-maker's shops (near New Exchange),"Strand, Westminster"
1480,Tall woman's lodgings (Holborn),Holborn
1481,Widow Dickenson's house (Roger Pepys's mistress),Westminster / City
1482,"Essex House (Lord Keeper's, cabinet meeting)","Strand, Westminster"
1484,Dancre's studio (landscape painter),Westminster
1485,Mr Streeter's (history-painter),Westminster
1487,Lady Mordaunt's (The. Turner's mother visiting),Westminster / Strand
1488,Instrument-maker's shop (Chancery Lane),"Chancery Lane, Westminster"
1489,"Creed's lodgings (Newport Street, Covent Garden)","Newport Street, Covent Garden"
1490,Mr Cole's house (picture of Cleopatra),City of London
1491,King's laboratory / elaboratory (Whitehall),"Whitehall, Westminster"
1492,Tavern near Temple (auditor's meeting),"Temple area, City of London"
1493,"Plasterer's shop (Charing Cross, face cast)","Charing Cross, Westminster"
1494,"Black Lion (Mercer's shop, Strand)","Strand, Westminster"
1495,Mrs Gotier's (Queen's tire-woman),Westminster
1496,"Glass House (glassblowing, Whitefriars)","Whitefriars, City of London"
1498,"Bedlam (Bethlem Royal Hospital, Moorfields)","Moorfields, City of London"
1499,Commissioner Middleton's house (wife's burial),"Seething Lane area, City of London"
1502,Mr Batelier's house (supper and dancing),City of London
1503,"Pepys's tailor's shop (coat, errands)",Westminster
1505,"Sir W. Coventry's lodgings (Tower, Brick Tower)","Tower of London, City of London"
1506,"Deptford (Treasurer's house, Duke of York's dinner)","Deptford, Kent"
1507,Captain Cox's house (Deptford yard),"Deptford, Kent"
1508,Auditor Beale's Office (Holborn),Holborn
1509,"Nott's (bookbinder, Westminster)",Westminster
1510,Gray's Inn chamber (W. Howe's),"Gray's Inn, Holborn"
1511,Cook's shop (near Gray's Inn),Holborn
1512,Patent Office (Chancery Lane),"Chancery Lane, Westminster"
1513,Crown Office (Westminster/Whitehall),Westminster
1515,Cock tavern (Suffolk Street end),"Suffolk Street, Westminster"
1521,Maidstone (Bell Inn),"Maidstone, Kent"
1522,"Kit's Coty House (Saxon monument, Aylesford)","Aylesford, Kent"
1525,"Stradwick's house (cozen, holborn area)","Holborn area, City of London"
1526,"Whitechapel (air ride, towards Bow)","Whitechapel, City of London"
1527,Sir T. Clifford's closet (Whitehall),"Whitehall, Westminster"
1529,Islington (Tom and Jane wedding),"Islington, Middlesex"
1531,"Court-martial yacht (Thames, near Navy Office)","River Thames, City of London"
1533,"Loton's studio (St James's Market, Dutch painters)","St James's Market, Westminster"
1534,Evarelst's lodgings (flower-pot painter),"St James's area, Westminster"
1535,Fenchurch Street milliner's (Clerke's),"Fenchurch Street, City of London"
1536,Spittle (Easter Monday sermon for Lord Mayor),"Spitalfields, City of London"
1539,"Blind alehouse (Hosier Lane, Smithfield, Deb)","Smithfield, City of London"
1540,Povy's house (dinner with cozen Turner's party),"Lincoln's Inn area, Westminster"
1542,Old Artillery Ground (Captain Deane's gun trial),"Spitalfields, City of London"
1543,Stratford / towards Bow (coach ride with Deane),"Stratford, Essex"
1547,Auditor Wood's office (Temple),"Temple, City of London"
1549,Lilly's (varnisher),City of London
1550,Frame-maker Morris (Long Acre),"Long Acre, Westminster"
1551,Belt-maker's shop (eye water lady),City of London / Westminster
1552,"Mr Oldenburg's (Royal Society secretary, perspective instrument)",City of London
1553,"Lodge (St James's Park, cheese-cake)","St James's Park, Westminster"
1555,Spanish Ambassador's house (dinner),Westminster / St James's
1556,"Green Man tavern (Aldgate road, coach ride)","Aldgate area, City of London"
1557,"St Andrew's Church (Holborn, sermon)",Holborn
1559,"World's End (Knightsbridge, eating house)","Knightsbridge, Middlesex"
1561,"Three Tuns (parish dinner, Ascension Day)","Seething Lane area, City of London"
1562,"Mr Chevins's lodgings (Whitehall, dinner)","Whitehall, Westminster"
1564,Hackney marshes / Old Ford (coach airing),"Hackney / Old Ford, Middlesex"
1567,"Auditor Aldworth's (Temple, interest account)","Temple, City of London"
1569,Dr Clarke's lodgings (Portsmouth),Portsmouth
1570,Mr. Rawlinson's Church (St. Dionis Backchurch),"Fenchurch Street area, City of London"
1571,Barber's Shop (near Scott's),City of London (exact location unspecified)
1572,Alehouse (Westminster Hall area),Westminster
1573,Chatham Parish Church (St Mary's),"Chatham, Kent"
1574,The Mathias (ship),Chatham
1575,Sheerness,"Sheerness, Kent"
1576,St George's Chapel (Windsor),"Windsor Castle, Berkshire"
1577,"The Garter (inn, Windsor)","Windsor, Berkshire"
1578,HMS Swiftsure (ship),Long Reach / The Downs
1579,HMS London (ship),"The Downs, off Deal, Kent"
1580,HMS Speaker / Mary (ship),"The Downs, off Deal, Kent"
1581,HMS Assistance (ship),"The Downs, off Deal, Kent"
1582,Grande Salle (States General Hall),"The Hague, Holland"
1583,Bookseller's (The Hague),"The Hague, Holland"
1584,Lodging (The Hague),"The Hague, Holland"
1585,French House / Restaurant (The Hague),"The Hague, Holland"
1586,King's Court (The Hague),"The Hague, Holland"
1587,Lord Chancellor's Lodging (The Hague),"The Hague, Holland"
1588,Queen of Bohemia's Residence (The Hague),"The Hague, Holland"
1589,Princess Dowager's House (Huis ten Bosch),"near The Hague, Holland"
1590,Voorhout (The Hague),"The Hague, Holland"
1591,Tavern (The Hague),"The Hague, Holland"
1592,Scheveling Church,"Scheveningen, Holland"
1593,House of Entertainment (Scheveling),"Scheveningen, Holland"
1594,Dutch House (The Hague),"The Hague, Holland"
1595,Delft Great Church (Nieuwe Kerk),"Delft, Holland"
1596,"Van Tromp's Church (Oude Kerk, Delft)","Delft, Holland"
1597,English Drinking House (Delft),"Delft, Holland"
1598,Shell-work Woman's House,"between Scheveningen and The Hague, Holland"
1599,Commissioner Pett's Lodging (The Hague),"The Hague, Holland"
1600,Deal Post-master's House,"Deal, Kent"
1601,Dover (general),"Dover, Kent"
